vid_id,sent_text,sent_idx,topic_idx
5,So I'm going down and I'm just going to go ahead.,69,2
5,I'm drawing this really tiny line here and then I'm going to point it out.,70,38
5,I'm going to do the point first before I draw it out.,71,38
5,"I'm going to lay the pen right on top of my lid here and again, really small strokes.",73,-1
5,And I'm connecting this corner here with the inner corner.,74,38
5,"And if you want, you can connect them.",75,-1
5,You can connect the outer line with the inner liner.,76,7
5,"So you can see I went ahead and finished this eye really easy, super, super simple.",78,0
5,This would normally take me just a couple of minutes to do and you can see the difference in my eye.,79,0
5,I'm going to actually definitely apply some mascara.,80,0
5,"And if you want just a couple lashes on the outer corner, but you can see the difference in my eye.",81,0
5,"It makes me feel sexy, which is the most important thing.",84,18
5,So this is using our new lifeliner quick and easy.,85,7
5,And I'm going to finish it on this side.,86,2
5,"Although some days I wear different makeup on different eyes, but today is not the day.",87,0
5,I'm going to go ahead and finish this eye off camera and then I'm also going to apply a little mascara and I'll be back to show you guys a final look.,88,0
5,"Okay guys, so this is the final look, a really simple wing liner, a little bit in the corner.",89,7
5,I put some legit lashes mascara as well as a couple of lashes here on the outer corner.,90,0
5,And I am loving this look.,91,35
5,This is a really easy daytime look.,92,-1
5,"It could be nighttime for some people as well for me, maybe not so much.",93,-1
5,"And if I were to choose only three products to use for the rest of my life, this would definitely be one of them.",94,27
5,I can't wait for you guys to try this.,95,21
5,I hope you guys enjoyed the video.,96,-1
5,Do not be afraid to use liner because you guys are going to love this one.,97,7
5,This is going to make your life so much easier and I can't wait to see you guys later.,98,-1
6,"Okay guys, I'm gonna be testing out this hack.",0,20
6,I've seen it on the internet and I wanna know if this is a hack or hype.,1,20
6,"Okay guys, I'm gonna be testing out this hack.",2,20
6,I've seen it on the internet and I wanna know if this is a hack or hype.,3,20
7,"This was Halloween singing La Everyday is Friday night I hate out of mind And I'm a side Kiss me, hug me Holy time singing La Let me take you in through the back door Let me show you the shame we won Everybody go round and round Get busy on the swing and shown Let's have a cool afternoon",0,0
8,The new HUWD palette rose boards is here.,1,4
8,So the packaging is absolutely beautiful and this is how the palette looks from inside.,2,-1
8,"There we have some pinks going on, we have a lot of pigments and stuff and some people were saying that it's similar to naughty palette but I would have to disagree because here's the naughty palette and here's the new rose boards palette and I feel like the storyline is their friends, some of the shades may look similar but those are transition shades and it kind of makes sense to always have those warm browns in it in the palette but now we are going to try this over here.",3,-1
8,The first shade I'm going to grab is gratitude and I'm going to put that in my crease to act as my transition shade.,4,1
8,It has a pink undertone to it but it's like a matte finish and it looks really nice and subtle.,5,1
8,"It's not too shong, there's not a lot of fallout happening so I'm happy about that and I can't wait to try the pigments because I heard in this palette there's a lot of new formulas for the pigments itself.",6,8
8,"I finished it all with the matte, I am going to grab this shade and I'm going to do first with my finger just to kind of see who this looks so pretty.",7,10
8,"And I'm going to also try it, oh my god, this is literally studying and it just applies like butter.",9,-1
8,"This is absolutely beautiful, oh my god.",11,-1
8,On this side I'm going to try it with a little brush as well just because I want to see if it applies with the brush.,12,17
8,It does but the payoff is definitely much better with a finger so figure it is.,13,-1
8,"Final look, honestly I am so happy with the pigments, I swatched the other ones.",14,-1
8,"The payoff is insane, I would literally buy this palette just because of the pigments I swear.",15,8
8,"It is so pretty, no fallouts.",16,-1
8,The matte kind of makes sense because they get along with the pigments that you're going to be using.,17,-1
8,Honestly it is so pretty and the whole storyline kind of makes sense with the whole squirrels vibe and the packaging and stuff so I don't know what do you guys think.,18,-1
9,Change your whole routine and try this instead.,1,0
9,"Then after moisturizing, take some translucent powder.",3,0
9,I usually use the fit me one and I just lightly dab it all over my face.,4,0
9,I usually use the NYX one.,8,19
9,"After the setting spray, take a primer and just put your primer.",9,0
9,"Also, wait for the setting spray to dry first.",10,0
9,Then just put on your foundation and just see what happens.,11,0
9,How amazing your makeup is going to look.,12,0
9,It's going to stay on 24-7 and it's not going to crease.,13,-1
9,It's a technique that's probably still used by so many other people.,14,-1
9,I heard that it's been used for a long time.,15,-1
9,I just found out about it and honestly look.,16,-1
9,I don't have the beautiful turon.,17,35
9,Try it on you and let me know if it works.,18,21
10,"I wanted to do a tutorial using our Color Buck palette, but I wanted to use two tones of purple.",0,-1
10,"I'm gonna start out using our Chin Lift, and I'm going to be using these Rose Quartz facial massaging tools to get a little bit of drainage and make sure my jaw is super snatched.",1,-1
10,"I'm also gonna be using our eyelift patches, gonna help me with any fallout while I'm creating this look.",2,0
10,"I'm grabbing a medium shade purple and putting it all over the crease and the brow bone, and then I'm gonna clean up the edges to create a really nice defined shadow.",3,-1
10,I'm going to use a lighter purple all over the lid and I'm really packing that on.,4,-1
10,I'm gonna use the cake liner to create a really beautiful eye line and to go in there and really define the two different shades.,5,7
10,"And now let's start with the complexion, applying one of my favorite primers foundation, going in with a little concealer.",6,26
10,"I'm gonna bake, finish the rest of my look, and this is it.",7,-1
11,"Name a bigger complexion stand than me, spoiler alert, you can't.",0,14
11,Huda Beauty just launched the hashtag foful filter concealer.,1,-1
11,This is my first time trying it.,2,21
11,So I have three shades that they sent me and we're going to swatch them and test them now.,3,1
11,"This is what brittle looks like on my complexion, so it's a little light.",4,14
11,I think maybe two light from my light.,5,-1
11,So the next shade is peanut butter.,6,-1
11,"This is peanut butter right here, and this is butter scotch.",7,-1
11,"Look at what the swatches on the website, and I think peanut butter is going to be an okay shade, but I honestly feel like I'm somewhere in between crumble and salted caramel.",8,-1
11,I'm going to try to see if I can make peanut butter work.,9,-1
11,I think it's the closest the best I can do right now.,10,2
11,And I'm not color correcting because I want to see what this does on its own.,11,-1
11,"While I blend this out, I'm going to read some stats.",12,2
11,"It's described as luminous matte and a skin like finish, which I can definitely see.",13,-1
11,I'm not going to lie so far.,14,2
11,I'm not really mad at the coverage.,15,-1
11,"And that blended out real fast, and I'm not going to lie.",16,2
11,I'm quite surprised as I pull away how not stand out is like this looks like my skin.,17,14
11,I usually expect matte like products to not look like this seamless on my bare complexion because I'm not wearing any foundation.,18,14
11,"This actually looks really, this actually looks really good.",20,35
11,I'm going to add just a little bit more.,22,2
11,"I'm going to do full face, and then come back into my eye.",24,0
11,"I'm not going to lie, but I see so far.",25,2
11,"I mean, I'm just being honest.",26,36
11,"And so far, I like what I see.",28,35
11,I'm actually surprised with the coverage.,29,-1
11,I rarely get this good coverage without correcting first.,31,-1
11,"I'll check back in a few hours, but so far.",32,2
12,I've never been early to anything.,3,2
12,I hope you guys are doing really well.,12,13
12,Which is strange for me because I usually...,14,-1
12,But it's so great to connect with you guys today.,16,13
12,And I'm going to be sharing with you guys some really interesting things talking about our Rose Quartz collection in just lunch yesterday.,17,4
12,And I'm so excited to share everything with you guys.,18,13
12,And we're going to be chatting.,19,-1
12,We're going to be talking here.,20,2
12,And we're going to be connecting.,21,-1
12,So I'm really excited to do this with you guys.,22,13
12,So we're going to try to pin some products while we're talking.,23,-1
12,This is the first time we're doing it too.,24,-1
12,"So if it's not smooth, please excuse us.",25,-1
12,We're going to try to make it as smooth as possible.,26,-1
12,I see all of you guys.,30,-1
12,So I'm going to go through really quickly showing you guys a little bit of the products they just launched yesterday.,33,-1
12,And thank you guys to everyone out there who supported the launch.,35,-1
12,I love you guys so much.,36,31
12,And thank you so much for the support.,37,-1
12,I want to talk first before we get into the products.,38,-1
12,You guys may have seen some of these sexy products.,39,27
12,I've seen it everywhere on the internet.,41,20
12,And we'll get into it in a minute.,43,2
12,"But first, before we go there, I want to tell you guys about the inspiration behind the collection.",44,-1
12,This is our Rose Quartz collection.,45,4
12,"It is a 1, 2, 3, 4, 5 piece collection.",46,4
12,"And the inspiration for it was really just love, self-love.",48,-1
12,"I've spoken openly before about my self-love journey, about some of the issues I experienced.",49,15
12,I remember actually when I first started to underline some of the things that I was going through.,50,38
12,"It was 2017, I think, some time around that.",51,-1
12,"And my life coach was asking me the question, she said, do you love yourself?",52,15
12,"And I was like, no, I don't love myself.",53,15
12,And it really was like a moment for me that kind of was like the beginning of my healing and the beginning of me understanding some of the things I was doing that I wasn't prioritizing myself and I wasn't doing those things that I should be doing.,54,15
12,So it was a really amazing moment.,55,5
12,"And when I moved to my new house, I wanted to just put crystals in it that kind of represented self-love and healing and all those things.",56,4
12,So I put rose quartz everywhere in the house.,57,4
12,Maybe at the end we'll do a quick little tour.,58,2
12,"But I was really inspired by the crystals in the house because they were just, they were really beautiful.",60,4
12,There were so many different colors on colors.,63,-1
12,"And it just was really, really inspiring.",64,5
12,So we were putting all these shadows on a piece of rose quartz.,65,4
12,We got to do rose quartz collection.,66,4
12,So that's what we have here.,67,-1
12,So you guys probably have seen the palette already.,68,8
12,So I'm going to try to open this up.,69,34
12,I can't do anything in my nose.,70,22
12,"If I can open it up, there we go.",71,34
12,And you guys can see the colors are gorgeous.,72,1
12,We normally do more warmer tone palettes.,73,8
12,And this one was very much inspired by those cool earthy tones that you see in the rose quartz.,74,4
12,So we got some beautiful grays and beautiful.,75,-1
12,"We have some blending tones that are a little bit more on the cool side, but they're still browns.",76,-1
12,We have these beautiful pinks and we have these amazing shades.,77,1
12,"I've never seen anything like them in a palette before, but these duo chrome that I cannot even tell you how gorgeous they are.",78,8
12,They are so stunning and so beautiful.,79,-1
12,And they just have like these different shades.,80,1
12,"When you move them in the light, they give like this insane reflection.",81,-1
12,But we put in three shades like that.,83,1
12,We have one which is moon magic.,84,-1
12,"We have another one which is cosmic love, which is a bit darker.",85,-1
12,And then we also have the other one which is right here.,86,18
12,So we put three duo chrome in there because they kind of give you the idea of like energy.,88,-1
12,And like they just give this like this feels like an aura.,89,5
12,"I don't know if you guys are feeling it, but it feels like an aura.",90,5
12,"And when people put it on across the board, like across the room, wherever you see them, you can actually see the shade like reflecting this amazing just like duo chrome and duo colors.",91,1
12,So that is two of the shades I love are sorry three of the shades I love within the palette.,93,-1
12,Each one of them has like a different reflection.,95,1
12,So each one of them is going to give you a very different effect.,96,-1
12,I've also mixed all of them.,97,-1
12,And I'm going to let you guys pick what I do.,98,9
12,So maybe we can I'll start a little something.,99,2
12,You guys can tell me what you guys want to see.,100,9
12,And then we'll play with it at the end.,101,2
12,But we also have something that is really incredible with our big palettes.,102,8
12,We always want to bring you the best innovation.,103,-1
12,And a lot of time working on it.,104,-1
12,So not like your normal metallics.,107,-1
12,Like it's almost like liquid in a shadow form.,109,-1
12,"It's they're just so soft, so delicious.",110,1
12,"But they also stick, which is so incredible as well.",111,-1
12,"And of course, you know, we have our beautiful maps that work so well.",113,-1
12,They're so pigmented and so beautiful.,114,-1
12,There is a little bit of fallout when you use them.,115,24
12,But that's because we went for the intense pigmentation.,116,1
12,And they're just they're so gorgeous.,117,-1
12,You're going to absolutely love wearing them.,118,-1
12,I've always had a hard time wearing matte eyeshadows because I have like.,121,10
12,I don't know if there are dimples on my eyes.,123,0
12,"There shouldn't be there, but they're there.",125,-1
12,"So when I put the mats on, I can actually create a really beautiful smooth kind of transition.",126,-1
12,And it looks stunning and you don't really see the indent.,127,35
12,I always struggled with like matte shadows that are not smooth.,128,-1
12,And we want to make the smoothest maps.,129,-1
12,"But I can't leave this shadow at last, but at least love stone.",131,12
12,"We had something similar in our naughty nude that slippery, delicious, glossy finish that like I know everybody wants right now.",132,1
12,We created something just like that.,133,-1
12,And we should try to take it a little bit further.,134,-1
12,We made it a little bit.,135,-1
12,It kind of glosses a little bit better.,136,10
12,So it does kind of set a little bit more.,138,-1
12,"But for this one, we actually put these like little shards.",139,12
12,It looks like little shards of crystal.,140,12
12,"It's not actual shards, but it's in the shape of that.",142,12
12,So usually what we do is we drop them in and we make them really nice and round.,143,37
12,"We dropped them in rough, making them look like crystals.",144,12
12,So you have these little white kind of iridescent ones and these pink ones.,145,1
12,"There's a lot of duo chrome in there, but they are stunning.",146,-1
12,So there's a lot happening in this palette.,147,8
12,I can't believe how much I love a cool palette because it's not it's not usually what works for me.,151,8
12,But we worked so hard to make sure that it worked on all skin tones.,152,14
12,And then the formulations are just insane.,156,30
12,So I'm going to show you guys cosmic love too because it's so gorgeous.,159,-1
12,It's like this marble kind of effect.,160,-1
12,"You got the purple, the blue duo chrome.",161,-1
12,I'm going to put it right here in the middle.,164,2
12,You don't see these shades in palettes very often.,166,8
12,"You know, it's very, very, I personally never seen anything this intense.",167,5
12,So I'm really excited for you guys to try it.,168,-1
12,"I am going to do a look for you guys using this palette, but I just want to show you guys a couple more things before we do.",169,8
12,I would do it real quick.,170,2
12,This is our look how gorgeous this packaging is.,171,1
12,This is our wishful rose quartz peel off mask.,173,4
12,I used it yesterday in the morning.,174,-1
12,"It peeled everything off all my pores, like all the dirt that was in my pores.",175,16
12,It was such a gratifying feeling.,177,5
12,All my desk and I loved it so much.,178,5
12,And this actually has rose quartz mineral powders.,179,4
12,"It comes like this has a little spooly or a little, a little applicator there.",180,-1
12,It actually has crushed rose quartz mineral powder in it.,188,4
12,"It's really, really amazing for actually clarifying your skin.",190,14
12,So it has some really amazing ingredients.,191,-1
12,"Watermelon rose quartz, hyaluronic acid, and lotus flower.",192,4
12,But I just love this packaging.,194,1
12,I want it just for the packaging alone.,196,1
12,We did this kind of rose quartz effect.,197,4
12,And we did that on all of our packaging.,198,-1
12,So you can see it's also on the palette.,200,8
12,It looks like a piece of stone.,201,12
12,I'm going to move on to our rose quartz face gloss because you guys have been talking about it.,203,4
12,Let's just get right into it.,205,2
12,A lot of people said it looked weird.,207,-1
12,"Actually, well, before I get in there, I need to pin.",208,-1
12,I need to pin it so you guys can find it easily.,210,2
12,So let me unpin the palette.,212,8
12,"So in case you guys want to find it, it's easy.",213,9
12,Let me see if I can do this rose quartz.,216,4
12,In case you guys want to find it's going to be easy to find.,221,9
12,I saw a lot of comments.,223,-1
12,"A lot of people will like, ew, it looks gross.",224,18
12,It looks like a Petri dish.,225,12
12,"I mean, maybe a little bit.",228,-1
12,"Like, things like that look sometimes a little weird can be incredible.",230,-1
12,And this is 100% one of them.,231,-1
12,"Everybody I saw online was like, oh my god, it looks weird.",232,18
12,"Guys, this is a new way to highlight.",235,33
12,"I don't know about you guys, but I'm just over the highlighters that are going to be the highlighters that are glittery and then overly shimmery and just look like, like you're like beaming.",236,33
12,We want to look dui and delicious and beautiful.,238,10
12,And because of the gel and there's different ones.,239,-1
12,"Some of them have less pearls than others, but it doesn't really matter.",240,25
12,It gives you the same effect.,241,-1
12,"Because of the gel and because of the pearls, the mix actually makes your skin look dui.",242,-1
12,"And because it's gel base instead of the pearls, usually for me when I put a highlighter on, it kind of magnifies my pores.",245,-1
12,It goes around the pore and then it looks like a little bit like a crater.,246,16
12,"I'm like, my skin looked better before I put the highlighter on.",247,-1
12,"With this, it actually looks more amazing.",249,35
12,It makes your skin look soft.,250,16
12,It makes it look glossy and dui and just beautiful.,251,10
12,So I'm going to really quickly just show you guys what happens when you swirl it.,252,-1
12,"So you get a little bit of something happening, right?",253,36
12,"It kind of glazes the top and you get a little bit of this, too.",254,10
12,"It doesn't look like that much, right?",255,-1
12,It doesn't look like any's happening.,257,-1
12,"You put it on your face, though.",258,0
12,And you start to get the shimmeriness that is stunning.,259,25
12,"And honestly, I like to use my fingers.",260,0
12,This doesn't really require too much to it.,261,-1
12,All you need to do is use your fingers and apply it slowly.,262,0
12,And you can go bare face.,263,0
12,You can put it on top of makeup.,264,0
12,"You can go when you do, when you're natural, there's so many ways to wear this.",265,0
12,And it just kind of gives your face this glossiness.,267,10
12,"And it just, I don't know, softens your pores in a way.",268,16
12,I just want to put it all over my face.,269,0
12,I'm going to quickly put it all over my face because I love it so much.,270,0
12,I did have some on earlier.,271,-1
12,But this is like a little addictive.,272,18
12,"I've gone through one, which is kind of crazy because it was going to go through that.",273,5
12,But I've gone through one already.,274,-1
12,So you can see it just kind of gives my skin that soft look.,276,-1
12,I'm going to go my nose as well.,277,22
12,And the reviews of this from all the influencers we sent to were just so amazing.,278,30
12,"And it was so nice to see everyone was like, I don't know if I like this.",279,5
12,"And then when they put it on, they loved it.",281,5
12,It was just so nice to see.,282,5
12,We kind of knew that was going to happen.,283,-1
12,"We're like, people are either going to say this looks weird or they're going to love it.",284,18
12,And it was so nice seeing people actually love it.,285,5
12,I was really happy to see that.,286,5
12,"Okay, I'm going to move on really quickly to our silk bomb.",287,-1
12,I know you guys love this formula.,288,-1
12,I've seen it so many times.,289,-1
12,It has a lot of really amazing ingredients in it.,292,30
12,The smell I've heard also people are obsessed with a smell.,294,-1
12,I don't know how to explain it.,297,9
12,But you can put a little bit on your lips.,299,3
12,And it does provide a little hydration.,300,0
12,But it also does have a little bit of a shimmer too.,301,25
12,This one also has rose quartz mineral powder in it as well.,302,4
12,And it's just like a nice little gloss.,303,10
12,"And firstly for me, like the reason why I left silk bomb is I feel like it hydrates my lips over time as well.",306,3
12,This one has a little bit of a shade.,308,1
12,"It's called Love Stone as well, which matches the Love Stone shade kind of into palette.",309,-1
12,"The one in the palette, it depends, right?",310,8
12,"Because it has like broke, like it's just literally dropped pigments.",311,1
12,So it could be a little bit more of the shade.,312,1
12,That's kind of the beauty of some of these palettes that we create.,313,8
12,"When we do these marble effects are these like kind of, you know, these like slippery kind of shades.",314,-1
12,You never really know what you're going to get in the palette.,316,8
12,They're all perfect in their own little way.,319,6
12,But they all give you an amazing effect.,320,30
12,"So now that my face is really glossy, I think I went a little crazy.",321,10
12,I am going to move on to the tutorial.,322,-1
12,"Oh, before I do that, I'm going to show you guys the brushes.",323,17
12,These are not actual rose quartz.,325,4
12,But we did make them also inspired by rose quartz.,327,4
12,You get this beautiful effect there too.,328,-1
12,I have so many of them.,331,18
12,One because they're really light and easy to use.,332,19
12,But also just because they're bomb brushes.,333,-1
12,"And I just like that they're, they're pretty good price as well.",335,-1
12,So you get three for a really nice price.,336,-1
12,So I'm just going to go ahead and I'm going to just add some makeup on to my look right now.,337,0
12,I'm not going to go crazy.,338,2
12,"If you guys, I'm actually, sorry, I've been so focused on saying what I need to say.",339,-1
12,And I was a little bit nervous.,340,5
12,That I was not looking at the comments here and there because I was going to give it nervous.,341,23
12,So I'm going to really get into your comments now.,342,-1
12,So you guys tell me what you guys want to see.,343,9
12,And thank you guys so much for tuning in and staying on.,344,31
12,And we can kind of create a look together.,346,36
12,So I'm actually going to start first by showing you guys.,347,-1
12,"Oh, let me just really quickly switch again to the eyeshadow palette.",348,8
12,So I'm going to pin that again because that's what I'm going to talk about right now.,349,2
12,"I'm going to, I'm going to, I'm going to, I'm going to do a look.",353,2
12,I'm going to do a look.,354,-1
12,"Oh, you don't have to make an appearance.",357,-1
12,So I'm going to now move on to the look really quickly.,366,-1
12,So I'm going to show you guys using love stones.,367,12
12,So love stone is a really cool kind of shimmery.,368,12
12,"Oh, guys, nor I want to make it appear.",370,9
12,Do you want to do a look on me?,378,-1
12,"No, you do a look on only at the end if people still want to do that too.",380,-1
12,I'm going to give you some pink.,390,1
12,"So first, I'm going to go ahead and start out with the love stone shade.",392,12
12,I just want to show you guys.,393,9
12,"Actually, I'm going to just swatch it.",394,-1
12,So you guys can see how it applies.,395,9
12,So it's got like this weird.,396,-1
12,And I'm actually going to apply it here.,398,-1
12,And it has some shimmeriness to it too.,399,25
12,So you can see it gives you this wet look.,400,-1
12,"So you know, a lot of us want that glossy look on our eyes.",401,10
12,Like nobody really can put it on without moving all over the place.,408,-1
12,So this kind of gives you that look.,409,-1
12,I do have some cheats on how to do it.,410,20
12,So I will try to show you guys some different techniques on how to do it.,411,-1
12,"Really, really glossy without putting this and smudering your eye with it.",412,10
12,Because there are some places where you put it.,413,-1
12,"And when you move, it just looks glossy.",414,10
12,It looks like everything you want it to look like.,418,19
12,So I'm going to show you guys really quickly some of the technique on that.,419,-1
12,So I'm going to grab the shade left.,420,1
12,So I'm actually just using a paintbrush.,421,17
12,This is a really cheap paintbrush.,422,17
12,Sometimes I just like to use these like long brushes like this.,425,17
12,And I'm going to show you guys really quickly some of the technique on that.,426,-1
12,And I'm going to use it to just kind of place love stone here.,427,12
12,And I like to go right here along the crease.,428,-1
12,And you can see already my eye looks a little dewy and a little wet.,429,0
12,So I'm just going to apply it there.,430,0
12,"And I'm going to go again, apply another layer.",431,0
12,"I'm now going to apply a small amount here, right here.",432,0
12,"And now I'm already getting the effect of like a wet eye, right?",433,0
12,So now I'm just going to go ahead and I'm going to blend out those edges to kind of almost make them blend together.,434,-1
12,"I barely have any product on my eye, by the way.",435,0
12,There's like barely any product on my eye.,436,0
12,"Now if you really want to intensify that, you can go ahead and take that moon magic shape, which is my favorite shade in the entire palette.",437,-1
12,It's just like in a small amount using this brush.,439,17
12,"This is not even like, you know, this is, this is super simple.",441,5
12,And I'm going to use that base.,442,-1
12,I'm going to use a base of love stone.,444,12
12,And I am going to just apply it on top of that.,445,0
12,And I'm going to start blending that out.,446,-1
12,So I'm just going to blend it out.,448,-1
12,And that love stone kind of like works to make this even more intense.,449,12
12,My eyes are looking really wet.,451,0
12,But I still want to give you a pink look.,460,1
12,Because I know you asked for a pink look.,461,1
12,"So okay, I'm going to go, geez, I don't know what shade to go for.",462,1
12,"By the way, I did the most amazing tutorial yesterday.",463,-1
12,I do adjust the mats in the palette.,464,8
12,"Oh my god, with a little concealer underneath it.",467,26
12,"Oh my god, it was so beautiful.",468,-1
12,"So I'll kind of, I'll do something different on this eye.",470,0
12,Or should we do the same?,474,-1
12,Should we just keep adding pigments?,475,1
12,I want to make you guys happy.,476,-1
12,So you guys tell me what you guys want to see.,477,9
12,"Okay, you guys want the metallic?",481,-1
12,"All right, I'm going to give you guys what you want.",482,9
12,"All right, so I'm going to go ahead and finish this.",483,2
12,And then we'll add more pigment around the eyes.,484,10
12,So I'm grabbing love stone again.,485,12
12,"Literally small amount, not a lot.",486,-1
12,I'm shaping out the lid here.,488,-1
12,"It's like, it's not a cut crease, but it's like the modern way of doing a cut crease.",490,-1
12,I'm grabbing a tiny bit of moose.,496,-1
12,So I barely put my brush in there.,497,17
12,And I'm going to do the same thing here.,498,2
12,"It just gives you that wet look, especially because mood magic is also duochrome.",501,-1
12,So you're getting all of that wetness from all of this mix.,502,-1
12,"It's just, it's just so sexy.",503,-1
12,I'm so glad you guys like it.,504,31
12,Do you guys want to ask me any questions too?,507,-1
12,You guys can ask me anything.,508,9
12,"You tell me what you guys want to know about the collection, even outside the collection.",510,4
12,You guys tell me what you guys want to know.,511,9
12,I am here to talk about anything.,512,2
12,Try to read your comments and do the makeup at the same time.,513,0
12,"Oh, you guys are so cute.",514,31
12,"Grabbing a little mood magic, putting that on top of that left stone.",517,12
12,That left stone works so amazing under the base of any these shades.,518,12
